RowKey,Artikel,Link,Amazon,A+,Kontrolle,K von,Fehler1,Begründung,Infobox,Priorität,BE bis,BE am,BE von,K ab,K am,K2 von,Kommentar,OPEN C. bis,C am,Case Nr.,C von,Check C,Reopen C2 am,Reopen C2 von,Check Reopen C,Sonstige Anmerkungen
Amazon Cases (NF):1736214004764548,NF-A12x25r PWM,https://www.amazon.se/dp/B09TB7HNKG,se,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6239813632135044,NF-A12x25r PWM,https://www.amazon.com.tr/dp/B09TB7HNKG,tr,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3988013818449796,NF-A12x25r PWM,https://www.amazon.pl/dp/B09TB7HNKG,pl,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8491613445820292,NF-A12x25r PWM,https://www.newegg.com/p/2BJ-000W-00155?Item=9SIAADYH270173,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):328839121211268,NF-A12x25 G2 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4832438748581764,NF-A12x25 G2 PWM,,au,Blue,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2580638934896516,NF-A12x25 G2 PWM,https://www.amazon.com.be/dp/B0FC636JBS,be,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7084238562267012,NF-A12x25 G2 PWM,https://www.amazon.ca/dp/B0FC636JBS,ca,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1454739028053892,NF-A12x25 G2 PWM,https://www.amazon.com/dp/B0FC636JBS,com,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5958338655424388,NF-A12x25 G2 PWM,https://www.amazon.com.mx/dp/B0FC636JBS,com.mx,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3706538841739140,NF-A12x25 G2 PWM,https://www.amazon.co.uk/dp/B0FC636JBS,co.uk,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8210138469109636,NF-A12x25 G2 PWM,https://www.amazon.de/dp/B0FC636JBS,de,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):891789074632580,NF-A12x25 G2 PWM,https://www.amazon.es/dp/B0FC636JBS,es,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5395388702003076,NF-A12x25 G2 PWM,https://www.amazon.fr/dp/B0FC636JBS,fr,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3143588888317828,NF-A12x25 G2 PWM,https://www.amazon.it/dp/B0FC636JBS,it,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7647188515688324,NF-A12x25 G2 PWM,,jp,Yellow,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2017688981475204,NF-A12x25 G2 PWM,https://www.amazon.nl/dp/B0FC636JBS,nl,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6521288608845700,NF-A12x25 G2 PWM,https://www.amazon.sg/dp/B0FC636JBS,sg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4269488795160452,NF-A12x25 G2 PWM,https://www.amazon.se/dp/B0FC636JBS,se,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):188101632855940,NF-A12x25 G2 PWM,https://www.amazon.pl/dp/B0FC636JBS,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4691701260226436,NF-A12x25 G2 PWM,https://www.newegg.com/p/1YF-000T-006N8?item=9SIAADYKHE0816,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2439901446541188,NF-A12x25 G2 LS-PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6943501073911684,NF-A12x25 G2 LS-PWM,,au,Blue,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1314001539698564,NF-A12x25 G2 LS-PWM,https://www.amazon.com.be/dp/B0FC63C7TG,be,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5817601167069060,NF-A12x25 G2 LS-PWM,https://www.amazon.ca/dp/B0FC63C7TG,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3565801353383812,NF-A12x25 G2 LS-PWM,https://www.amazon.com/dp/B0FC63C7TG,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8069400980754308,NF-A12x25 G2 LS-PWM,https://www.amazon.com.mx/dp/B0FC63C7TG,com.mx,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):751051586277252,NF-A12x25 G2 LS-PWM,https://www.amazon.co.uk/dp/B0FC63C7TG,co.uk,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5254651213647748,NF-A12x25 G2 LS-PWM,https://www.amazon.de/dp/B0FC63C7TG,de,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3002851399962500,NF-A12x25 G2 LS-PWM,https://www.amazon.es/dp/B0FC63C7TG,es,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7506451027332996,NF-A12x25 G2 LS-PWM,https://www.amazon.fr/dp/B0FC63C7TG,fr,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1876951493119876,NF-A12x25 G2 LS-PWM,https://www.amazon.it/dp/B0FC63C7TG,it,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6380551120490372,NF-A12x25 G2 LS-PWM,,jp,Yellow,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4128751306805124,NF-A12x25 G2 LS-PWM,https://www.amazon.nl/dp/B0FC63C7TG,nl,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8632350934175620,NF-A12x25 G2 LS-PWM,https://www.amazon.sg/dp/B0FC63C7TG,sg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):469576609566596,NF-A12x25 G2 LS-PWM,https://www.amazon.se/dp/B0FC63C7TG,se,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2721376423251844,NF-A12x25 G2 LS-PWM,https://www.amazon.pl/dp/B0FC63C7TG,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7224976050622340,NF-A12x25 G2 LS-PWM,https://www.newegg.com/p/1YF-000T-006N9?item=9SIAADYKHE0833,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1595476516409220,NF-A12x25 G2 PWM Sx2-PP,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6099076143779716,NF-A12x25 G2 PWM Sx2-PP,,au,Blue,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3847276330094468,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.com.be/dp/B0FC67L17G,be,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8350875957464964,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.ca/dp/B0FC67L17G,ca,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1032526562987908,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.com/dp/B0FC67L17G,com,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5536126190358404,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.com.mx/dp/B0FC67L17G,com.mx,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3284326376673156,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.co.uk/dp/B0FC67L17G,co.uk,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7787926004043652,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.de/dp/B0FC67L17G,de,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2158426469830532,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.es/dp/B0FC67L17G,es,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6662026097201028,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.fr/dp/B0FC67L17G,fr,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4410226283515780,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.it/dp/B0FC67L17G,it,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8913825910886276,NF-A12x25 G2 PWM Sx2-PP,,jp,Yellow,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):117732888678276,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.nl/dp/B0FC67L17G,nl,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4621332516048772,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.sg/dp/B0FC67L17G,sg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2369532702363524,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.se/dp/B0FC67L17G,se,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1243632795520900,NF-A12x25 G2 PWM Sx2-PP,https://www.amazon.pl/dp/B0FC67L17G,pl,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5747232422891396,NF-A12x25 G2 PWM Sx2-PP,https://www.newegg.com/p/1YF-000T-006P0?item=9SIAADYKHE0838,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3495432609206148,NF-A14 5V,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7999032236576644,NF-A14 5V,https://www.amazon.com.au/dp/B07DXP4251,au,Blue,,DM,Ja,BP,,4,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):680682842099588,NF-A14 5V,https://www.amazon.com.be/gp/product/B07DXP4251,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5184282469470084,NF-A14 5V,https://www.amazon.ca/gp/product/B07DXP4251,ca,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2932482655784836,NF-A14 5V,https://www.amazon.com/gp/product/B07DXP4251,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7436082283155332,NF-A14 5V,https://www.amazon.com.mx/gp/product/B07DXP4251,com.mx,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1806582748942212,NF-A14 5V,https://www.amazon.co.uk/gp/product/B07DXP4251,co.uk,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6310182376312708,NF-A14 5V,https://www.amazon.de/gp/product/B07DXP4251,de,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4058382562627460,NF-A14 5V,https://www.amazon.es/dp/B07DXP4251,es,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8561982189997956,NF-A14 5V,https://www.amazon.fr/dp/B07DXP4251,fr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):399207865388932,NF-A14 5V,https://www.amazon.it/dp/B07DXP4251,it,Green,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4902807492759428,NF-A14 5V,https://www.amazon.co.jp/dp/B07DXP4251,jp,Blue,,DM,Ja,"T, BP",,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):2651007679074180,NF-A14 5V,https://www.amazon.nl/gp/product/B07DXP4251,nl,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7154607306444676,NF-A14 5V,https://www.amazon.sg/dp/B07DXP4251?ref=myi_title_dp,sg,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1525107772231556,NF-A14 5V,https://www.amazon.se/gp/product/B07DXP4251,se,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6028707399602052,NF-A14 5V,not listed,tr,Blue,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3776907585916804,NF-A14 5V,https://www.amazon.pl/dp/B07DXP4251,pl,Green,,EK,Ja,Box,"Material, Cooling Method",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):8280507213287300,NF-A14 5V,https://www.newegg.com/noctua-nf-a14-5v/p/1YF-000T-000M3,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):962157818810244,NF-A14 5V PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5465757446180740,NF-A14 5V PWM,https://www.amazon.com.au/dp/B07DXR1Y73,au,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3213957632495492,NF-A14 5V PWM,https://www.amazon.com.be/dp/B07DXR1Y73,be,Blue,,EK,Ja,Box,Country of Origin,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):7717557259865988,NF-A14 5V PWM,https://www.amazon.ca/gp/product/B07DXR1Y73,ca,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2088057725652868,NF-A14 5V PWM,https://www.amazon.com/gp/product/B07DXR1Y73,com,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6591657353023364,NF-A14 5V PWM,https://www.amazon.com.mx/gp/product/B07DXR1Y73,com.mx,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4339857539338116,NF-A14 5V PWM,https://www.amazon.co.uk/dp/B07DXR1Y73,co.uk,Blue,,EK,Ja,Box,"Compatible Devices, Memory Type",5,,,SM,,,,,,,,,,,,,
Amazon Cases (NF):8843457166708612,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):258470377033604,NF-A14 5V PWM,https://www.amazon.de/dp/B07DXR1Y73,de,Blue,,JHU,Ja,Box,"Material, Compatible Devices, Memory Type",5,,,,,,,,,,,,,,,,
Amazon Cases (NF):4762070004404100,NF-A14 5V PWM,https://www.amazon.es/dp/B07DXR1Y73,es,Blue,,EK,Ja,Box,"Compatible Devices, Memory Type",4,,,,,,,,,,,,,,,,
Amazon Cases (NF):2510270190718852,NF-A14 5V PWM,https://www.amazon.fr/dp/B07DXR1Y73,fr,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7013869818089348,NF-A14 5V PWM,https://www.amazon.it/gp/product/B07DXR1Y73,it,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1384370283876228,NF-A14 5V PWM,https://www.amazon.co.jp/dp/B07DXR1Y73,jp,Yellow,,HI,Ja,"T, BP, Box",Voltage,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):5887969911246724,NF-A14 5V PWM,https://www.amazon.nl/gp/product/B07DXR1Y73,nl,Blue,,HI,Ja,Box,Compatible Devices,4,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):3636170097561476,NF-A14 5V PWM,https://www.amazon.sg/dp/B07DXR1Y73?ref=myi_title_dp,sg,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8139769724931972,NF-A14 5V PWM,https://www.amazon.se/gp/product/B07DXR1Y73,se,Blue,,HI,Ja,Box,"Cooling Method, Compatible Devices",5,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):821420330454916,NF-A14 5V PWM,not listed,tr,Blue,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5325019957825412,NF-A14 5V PWM,https://www.amazon.pl/dp/B07DXR1Y73,pl,Green,,EK,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):3073220144140164,NF-A14 5V PWM,https://www.newegg.com/noctua-nf-a14-5v-pwm/p/1YF-000T-000M2,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7576819771510660,NF-A14 FLX,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1947320237297540,NF-A14 FLX,https://www.amazon.com.au/dp/B00AA875NC,au,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):6450919864668036,NF-A14 FLX,https://www.amazon.com.be/dp/B00AA875NC,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4199120050982788,NF-A14 FLX,https://www.amazon.ca/dp/B00AEGRGNO,ca,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8702719678353284,NF-A14 FLX,https://www.amazon.com/dp/B00AEGRGNO,com,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):539945353744260,NF-A14 FLX,https://www.amazon.com.mx/dp/B00AEGRGNO,com.mx,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5043544981114756,NF-A14 FLX,https://www.amazon.co.uk/dp/B00AA875NC,co.uk,Blue,,DM,Ja,KI F,,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):2791745167429508,NF-A14 FLX,https://www.amazon.de/dp/B00AA875NC,de,Blue,,DM,Ja,"KI F, Box",Material,3,,,,,,,,,,,,,,,,
Amazon Cases (NF):7295344794800004,NF-A14 FLX,https://www.amazon.es/dp/B00AA875NC,es,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):1665845260586884,NF-A14 FLX,https://www.amazon.fr/dp/B00AA875NC,fr,Blue,,SM,Ja,Box,Wireless Type,3,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):6169444887957380,NF-A14 FLX,https://www.amazon.it/gp/product/B00AA875NC,it,Blue,,SM,Ja,Box,"Memory Type, Wireless Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):3917645074272132,NF-A14 FLX,https://www.amazon.co.jp/gp/product/B00AA875NC,jp,Blue,,HI,Ja,"BP, Box","Material, Memory Type, Wireless Type",5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):8421244701642628,NF-A14 FLX,https://www.amazon.nl/gp/product/B00AA875NC,nl,Blue,,SM,Ja,Box,"Memory Type, Wireless Type",3,,,,,,,,,,,,,,,,
Amazon Cases (NF):1102895307165572,NF-A14 FLX,https://www.amazon.sg/dp/B00AA875NC?ref=myi_title_dp,sg,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5606494934536068,NF-A14 FLX,https://www.amazon.se/gp/product/B00AA875NC,se,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):3354695120850820,NF-A14 FLX,https://www.amazon.com.tr/dp/B00AA875NC,tr,Blue,,HI,Ja,Box,"Memory Type, Wireless Type",3,,,LK,,,EK,Box,,,,,,,,,
Amazon Cases (NF):7858294748221316,NF-A14 FLX,https://www.amazon.pl/dp/B00AA875NC,pl,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):2228795214008196,NF-A14 FLX,https://www.newegg.com/noctua-nf-a14-flx-case-fan/p/N82E16835608034,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):6732394841378692,NF-A14 industrialPPC-2000,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4480595027693444,NF-A14 industrialPPC-2000,https://www.amazon.com.au/dp/B00KESSI2A,au,Blue,,DM,Ja,BP,,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):8984194655063940,NF-A14 industrialPPC-2000,https://www.amazon.com.be/dp/B00KESSI2A,be,Blue,,JHU,Ja,PD,,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):29771958456196,NF-A14 industrialPPC-2000,https://www.amazon.ca/dp/B00KFCQY94,ca,Blue,,DM,Ja,"F, KI F",,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):4533371585826692,NF-A14 industrialPPC-2000,https://www.amazon.com/dp/B00KFCQY94,com,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2281571772141444,NF-A14 industrialPPC-2000,https://www.amazon.com.mx/dp/B00KFCQY94,com.mx,Blue,,DM,Ja,"F, KI F",,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):6785171399511940,NF-A14 industrialPPC-2000,https://www.amazon.co.uk/dp/B00KESSI2A,co.uk,Blue,,HI,Ja,Box,"Compatible Devices, Memory Type",4,,,SM,,,LK,Box,,,,,,,,,
Amazon Cases (NF):1155671865298820,NF-A14 industrialPPC-2000,https://www.amazon.de/dp/B00KESSI2A,de,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):5659271492669316,NF-A14 industrialPPC-2000,https://www.amazon.es/dp/B00KESSI2A,es,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):3407471678984068,NF-A14 industrialPPC-2000,https://www.amazon.fr/dp/B00KESSI2A,fr,Blue,,HI,Ja,"Box, Kom.","Compatible Devices, Color",5,,,DM,,,,,,,,,,,,,2 year manufacturer warranty//21.05.24//HI
Amazon Cases (NF):7911071306354564,NF-A14 industrialPPC-2000,https://www.amazon.it/dp/B00KESSI2A,it,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):592721911877508,NF-A14 industrialPPC-2000,https://www.amazon.co.jp/dp/B00KESSI2A,jp,Yellow,,HI,Ja,"T, BP, PD, Box",Color,2,,,HI,,,DM,"T, BP, PD, Box",,,,,,,,,
Amazon Cases (NF):5096321539248004,NF-A14 industrialPPC-2000,www.amazon.nl/gp/product/B00KESSI2A,nl,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):2844521725562756,NF-A14 industrialPPC-2000,https://www.amazon.sg/dp/B00KESSI2A?ref=myi_title_dp,sg,Blue,,HI,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7348121352933252,NF-A14 industrialPPC-2000,www.amazon.se/gp/product/B00KESSI2A,se,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1718621818720132,NF-A14 industrialPPC-2000,https://www.amazon.com.tr/dp/B00KESSI2A,tr,Blue,,SM,Ja,Box,"Memory Type, Color",2,,,,,,,,,,,,,,,,
Amazon Cases (NF):6222221446090628,NF-A14 industrialPPC-2000,https://www.amazon.pl/dp/B00KESSI2A,pl,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):3970421632405380,NF-A14 industrialPPC-2000,https://www.newegg.com/noctua-nf-a14-ippc-2000-case-fan/p/N82E16835608046,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):8474021259775876,NF-A14 industrialPPC-2000 IP67 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):311246935166852,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.com.au/dp/B00KESSIUW,au,Yellow,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4814846562537348,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.com.be/dp/B00KESSIUW,be,Blue,,SM,Ja,Box,Compatible Devices,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):2563046748852100,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.ca/dp/B00KFCR0PQ,ca,Blue,,EK,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):7066646376222596,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.com/dp/B00KFCR0PQ,com,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):1437146842009476,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.com.mx/dp/B00KFCR0PQ,com.mx,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):5940746469379972,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.co.uk/dp/B00KESSIUW,co.uk,Blue,,DM,Ja,KI F,,2,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):3688946655694724,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.de/dp/B00KESSIUW,de,Blue,,JHU,Ja,"KI F, Box",Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):8192546283065220,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.es/dp/B00KESSIUW,es,Blue,,HI,Ja,"KI F, Box",Compatible Devices,5,,,LK,,,DM,"KI F, Box",,,,,,,,,
Amazon Cases (NF):874196888588164,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.fr/dp/B00KESSIUW,fr,Blue,,HI,Ja,Box,Compatible Devices,5,,,LK,,,,,,,,,,,,,2 year manufacturer warranty//21.05.24//HI
Amazon Cases (NF):5377796515958660,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.it/dp/B00KESSIUW,it,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):3125996702273412,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.co.jp/dp/B00KESSIUW,jp,Yellow,,HI,Ja,"BP, PD",,5,,,LK,,,,,,,,,,,,,
Amazon Cases (NF):7629596329643908,NF-A14 industrialPPC-2000 IP67 PWM,www.amazon.nl/gp/product/B00KESSIUW,nl,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):2000096795430788,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.sg/dp/B00KESSIUW?ref=myi_title_dp,sg,Green,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):6503696422801284,NF-A14 industrialPPC-2000 IP67 PWM,www.amazon.se/gp/product/B00KESSIUW,se,Blue,,SM,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4251896609116036,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.com.tr/dp/B00KESSIUW,tr,Blue,,DM,Ja,KI F,,2,,,,,,,,,,,,,,,,
Amazon Cases (NF):8755496236486532,NF-A14 industrialPPC-2000 IP67 PWM,https://www.amazon.pl/dp/B00KESSIUW,pl,Blue,,SM,Ja,Box,Compatible Devices,5,,,,,,,,,,,,,,,,
Amazon Cases (NF):170509446811524,NF-A14 industrialPPC-2000 IP67 PWM,https://www.newegg.com/noctua-nf-a14-ippc-2000-ip67-case-fan/p/N82E16835608049,newegg,Blue,,JHU,Nein,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):4674109074182020,NF-A14 industrialPPC-2000 PWM,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Cases (NF):2422309260496772,NF-A14 industrialPPC-2000 PWM,https://www.amazon.com.au/gp/product/B00KESSUDW,au,Blue,,DM,Ja,BP,,5,,,DM,,,,,,,,,,,,,
Amazon Cases (NF):6925908887867268,NF-A14 industrialPPC-2000 PWM,https://www.amazon.com.be/dp/B00KESSUDW,be,Blue,,DM,Nein,,,,,,,,,,,,,,,,,,,
